DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL;SMA30
20220816;0;175.4;181.61;174.7;181.3;33028840;188.792
20220817;0;181.9;182.49;176.4;176.5;24163520;188.429
20220818;0;176.4;179.37;175.5;178.87;16013520;187.899
20220819;0;178.78;178.9;176.6;177.6;9186770;187.264
20220822;0;177.4;182.2;176.88;181.7;22743510;186.557
20220823;0;182.28;185.8;182.1;184.3;26881370;185.87
20220824;0;184.69;186.66;182.19;182.83;17546040;185.64
20220825;0;183.01;184.6;180.8;181.9;14878330;185.423
20220826;0;181.8;184.2;180.5;183.62;12987730;185.313
20220829;0;183.14;190;182.65;190;30524050;185.216
20220830;0;190.45;204.2;190.45;204;112456600;185.024
20220831;0;241.82;275.96;241.82;254.9;239153230;185.169
20220901;0;258;259.85;247.62;249.11;83245830;186.896
20220902;0;249.67;253.95;246.22;252.8;37717530;189.008
20220905;0;251;252.11;248.55;250;30105590;191.02
20220906;0;249.99;250.2;241;246;51474990;192.966
20220907;0;245.8;245.8;241.55;241.55;31427210;194.899
20220908;0;241.55;245.3;237.84;243.95;39048150;196.609
20220909;0;244.41;247.2;242.16;245.34;27159830;198.06
20220912;0;243.98;247;241.06;243.3;31161380;199.667
20220913;0;243.9;245.29;241.8;242.64;21615440;201.316
20220914;0;242.29;243.39;240;243.32;19813560;203.061
20220915;0;243.33;244.3;241.91;243.68;22149890;204.884
20220916;0;243.67;248.2;241.83;243.8;37338570;206.76
20220919;0;243.2;245.91;242.71;244.21;21276160;208.724
20220920;0;242.35;243.45;200.01;221.15;212899230;210.831
20220921;0;196.49;218.78;192;214.07;98217480;212.976
20220922;0;215.18;237.77;215.18;231.45;126395250;213.491
20220923;0;233.4;234.5;222.22;224.84;62751550;214.681
20220926;0;219.87;221.9;200.62;206;103489990;216.645
20220927;0;211.2;217.36;207.12;217.3;81170240;218.172
20220928;0;216.97;223.7;208.66;217.38;83279880;219.365
20220929;0;219.5;226.8;210.51;226.46;70015930;220.534
20220930;0;231.68;238.72;189.42;217.7;245511710;221.971
20221003;0;219;220.55;213.63;215.83;50567310;223.734
20221004;0;216.49;216.7;208.8;210.72;49717960;225.121
20221005;0;211.46;211.49;202.85;209.05;53159360;226.261
20221006;0;210.02;216.88;209.06;212.86;51618400;227.153
20221007;0;212.84;212.84;195.01;195.15;101491840;228.054
20221010;0;164.98;166;137.1;163.89;116857160;229.088
20221011;0;163.9;165.2;159.62;162.89;33206270;228.483
20221012;0;163.5;164;160.31;161.8;18161310;227.598
20221013;0;161.67;162.45;159.48;160.84;19824510;224.987
20221014;0;161.02;161.16;158.64;159.6;15371250;221.776
20221017;0;159.95;163.8;159.6;163.24;26789710;218.821
20221018;0;163.96;164.64;159.1;160.2;20696090;215.786
20221019;0;159.31;161.5;157.4;161.29;23579940;212.919
20221020;0;161.69;162.48;160.15;160.75;14349680;210.036
20221021;0;159.99;169.96;159.03;166.99;35497600;207.374
20221024;0;167.9;168.88;164.82;165.47;25842880;204.56
20221025;0;166;174.69;164.22;172.38;47557000;202.024
20221026;0;173.31;173.42;168.7;171.98;34526830;199.427
20221027;0;172.5;173.98;171.3;172.47;23281230;197.128
20221028;0;171.99;172.35;169.41;170.73;29704580;194.767
20221031;0;170.74;171.5;169.21;170.27;15987960;192.377
20221101;0;170.89;171.29;169.75;169.92;16772810;189.962
20221102;0;169.99;170.45;167.1;167.72;18450560;187.58
20221103;0;167.1;169.65;166.68;169.14;18086420;186.697
20221107;0;171.02;171.59;169.52;169.85;21765300;185.094
20221108;0;170.05;172;169.17;169.97;25244620;183.015
20221109;0;169.84;170.32;166.15;167.1;19082490;181.354
20221110;0;167.5;170.18;167.18;168.9;23909580;179.975
20221111;0;169.29;170.6;167.51;169.86;16579520;178.326
20221114;0;170.83;171.92;166.51;169.6;30006030;176.653
20221115;0;171.1;171.3;161.79;166.25;32944690;174.624
20221116;0;166.75;169.15;166.62;168.76;14010380;173.028
20221117;0;168.81;169.8;168.01;168.99;10907230;171.37
20221118;0;169.2;169.25;167.51;168.79;10088970;169.948
20221121;0;168.6;168.67;167;168.13;10275320;168.587
20221122;0;167.89;168.5;167.45;168.08;9940350;167.113
20221123;0;168.25;170.6;167.5;169.15;18356940;167.21
20221124;0;169.41;170.87;168.6;168.96;10795920;167.355
20221125;0;169.2;169.53;168.1;169.03;10156450;167.552
20221128;0;167.95;168.67;167.52;168.1;9481790;167.803
20221129;0;168.57;169;167.92;168.1;9784640;168.034
20221130;0;167.98;168.19;167.6;167.7;11821140;168.321
20221201;0;168;168.76;166.31;166.98;11949730;168.455
20221202;0;167;167.19;164.18;165.86;20370600;168.745
